track_name,album_name,album_type,release_year,artists,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_album,writers,track_title,album_title,album_release_date,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Halfway There,King Animal,album,2012,Soundgarden,196,0.00959,0.596,0.886,7.51e-05,0,0.118,-4.718,1,0.0302,104.923,4,0.198,halfway there king animal,Chris Cornell,Halfway There,King Animal,2012.0,Chris Cornell,,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
Worse Dreams,King Animal,album,2012,Soundgarden,293,0.000192,0.535,0.834,0.012,9,0.47,-4.834,1,0.0446,142.007,3,0.393,worse dreams king animal,Chris Cornell,Worse Dreams,King Animal,2012.0,Chris Cornell,,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
Eyelid's Mouth,King Animal,album,2012,Soundgarden,279,0.00404,0.268,0.657,0.0516,6,0.0731,-4.387,1,0.0366,182.684,4,0.403,eyelid's mouth king animal,"Chris Cornell, Matt Cameron",Eyelid's Mouth,King Animal,2012.0,"Matt Cameron, Chris Cornell",,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
Rowing,King Animal,album,2012,Soundgarden,306,0.071,0.524,0.629,2.78e-05,9,0.113,-8.047,0,0.0409,115.958,4,0.502,rowing king animal,"Chris Cornell, Ben Shepherd",Rowing,King Animal,2012.0,"Chris Cornell, Ben Shepherd",,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
Worse Dreams - Demo,King Animal,album,2012,Soundgarden,200,0.00013,0.665,0.495,0.511,9,0.0888,-5.968,1,0.0438,141.967,3,0.269,worse dreams - demo king animal,,,,,,,,,,,,,,,,
Black Saturday - Demo,King Animal,album,2012,Soundgarden,196,0.0124,0.506,0.726,3.08e-06,5,0.119,-4.794,1,0.0295,154.201,4,0.426,black saturday - demo king animal,,,,,,,,,,,,,,,,
By Crooked Steps - Demo,King Animal,album,2012,Soundgarden,262,0.0558,0.446,0.702,0.353,2,0.0704,-7.061,1,0.0419,118.359,5,0.303,by crooked steps - demo king animal,,,,,,,,,,,,,,,,
Pretty Noose,Down On The Upside,album,1996,Soundgarden,251,1.79e-05,0.389,0.925,0.244,0,0.222,-7.97,1,0.0643,150.893,4,0.317,pretty noose down on the upside,Chris Cornell,Pretty Noose,Down on the Upside,1996.0,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Rhinosaur,Down On The Upside,album,1996,Soundgarden,194,0.000471,0.406,0.775,0.00765,5,0.243,-8.791,0,0.0368,165.085,4,0.731,rhinosaur down on the upside,"Chris Cornell, Matt Cameron",Rhinosaur,Down on the Upside,1996.0,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Zero Chance,Down On The Upside,album,1996,Soundgarden,258,0.00359,0.457,0.569,5.06e-06,7,0.0746,-9.87,1,0.0266,137.28,4,0.219,zero chance down on the upside,"Chris Cornell, Ben Shepherd",Zero Chance,Down on the Upside,1996.0,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Self-Conscious, Tense/Anxious, Volatile, Gloomy, Literate, Angst-Ridden, Cerebral, Confrontational, Organic, Searching, Somber","Introspection, Reflection, Regret",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Dusty,Down On The Upside,album,1996,Soundgarden,274,0.00341,0.376,0.862,0.00552,0,0.0948,-9.347,1,0.0352,160.104,4,0.733,dusty down on the upside,"Chris Cornell, Ben Shepherd",Dusty,Down on the Upside,1996.0,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Self-Conscious, Tense/Anxious, Volatile, Gloomy, Literate, Angst-Ridden, Cerebral, Confrontational, Organic, Searching, Somber","Introspection, Reflection, Regret",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Ty Cobb,Down On The Upside,album,1996,Soundgarden,185,0.00117,0.475,0.989,0.426,0,0.0815,-9.261,1,0.0695,135.045,4,0.191,ty cobb down on the upside,"Chris Cornell, Ben Shepherd",Ty Cobb,Down on the Upside,1996.0,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Aggressive, Angst-Ridden, Fiery, Intense, Self-Conscious, Tense/Anxious, Volatile, Literate, Energetic, Cerebral, Confrontational, Dramatic, Organic",Politics/Society,01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Blow Up The Outside World,Down On The Upside,album,1996,Soundgarden,345,0.000807,0.33,0.529,0.214,9,0.126,-10.043,1,0.0358,140.156,4,0.148,blow up the outside world down on the upside,Chris Cornell,Blow Up the Outside World,Down on the Upside,1996.0,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Angst-Ridden, Gloomy, Literate, Nihilistic, Organic, Self-Conscious, Tense/Anxious, Volatile, Cerebral, Confrontational, Searching, Somber","Introspection, Reflection, Regret",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Burden In My Hand,Down On The Upside,album,1996,Soundgarden,290,0.00534,0.319,0.803,0.0126,10,0.177,-8.928,1,0.0394,183.031,4,0.589,burden in my hand down on the upside,Chris Cornell,Burden in My Hand,Down on the Upside,1996.0,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Angst-Ridden, Searching, Self-Conscious, Tense/Anxious, Volatile, Cerebral, Gloomy, Literate, Confrontational, Organic, Somber","Feeling Blue, In Love, Introspection, Reflection, Regret",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Never Named,Down On The Upside,album,1996,Soundgarden,147,0.00526,0.305,0.894,1.33e-05,5,0.366,-8.4,0,0.0434,165.843,4,0.785,never named down on the upside,"Chris Cornell, Ben Shepherd",Never Named,Down on the Upside,1996.0,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Self-Conscious, Tense/Anxious, Volatile, Gloomy, Literate, Angst-Ridden, Cerebral, Confrontational, Organic, Searching, Somber","Introspection, Reflection, Regret",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Applebite,Down On The Upside,album,1996,Soundgarden,309,0.0144,0.565,0.412,0.684,7,0.1,-12.604,1,0.0324,126.305,4,0.396,applebite down on the upside,"Chris Cornell, Matt Cameron",Applebite,Down on the Upside,1996.0,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Never The Machine Forever,Down On The Upside,album,1996,Soundgarden,216,7.16e-05,0.481,0.96,0.926,5,0.121,-8.497,0,0.0827,123.163,4,0.285,never the machine forever down on the upside,Kim Thayil,Never the Machine Forever,Down on the Upside,1996.0,Kim Thayil,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Tighter & Tighter,Down On The Upside,album,1996,Soundgarden,366,0.000402,0.26,0.725,0.0429,4,0.0626,-9.87,0,0.0397,141.518,4,0.492,tighter & tighter down on the upside,Chris Cornell,Tighter & Tighter,Down on the Upside,1996.0,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Fiery, Gloomy, Hostile, Literate, Somber, Snide, Acerbic, Confrontational, Earnest, Organic, Volatile, Harsh","Imagination, Solitude",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
No Attention,Down On The Upside,album,1996,Soundgarden,266,0.000461,0.254,0.959,1.86e-05,2,0.378,-8.411,1,0.0785,100.942,4,0.424,no attention down on the upside,Chris Cornell,No Attention,Down on the Upside,1996.0,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Switch Opens,Down On The Upside,album,1996,Soundgarden,232,0.0156,0.373,0.607,0.0105,2,0.104,-9.57,1,0.0302,108.867,3,0.494,switch opens down on the upside,"Chris Cornell, Ben Shepherd",Switch Opens,Down on the Upside,1996.0,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Overfloater,Down On The Upside,album,1996,Soundgarden,308,0.0012,0.359,0.619,0.0187,0,0.0854,-9.979,1,0.0286,113.92,4,0.568,overfloater down on the upside,Chris Cornell,Overfloater,Down on the Upside,1996.0,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Cerebral, Suffocating, Gloomy, Literate, Angst-Ridden, Confrontational, Earnest, Organic, Self-Conscious, Snide, Tense/Anxious, Acerbic, Brooding, Ominous, Paranoid, Volatile, Bitter","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
An Unkind,Down On The Upside,album,1996,Soundgarden,128,0.000752,0.283,0.963,0.334,11,0.434,-8.417,0,0.14,139.814,4,0.264,an unkind down on the upside,Ben Shepherd,An Unkind,Down on the Upside,1996.0,Ben Shepherd,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
