track_name,album_name,album_type,release_year,artists,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_album,writers,track_title,album_title,album_release_date,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Searching With My Good Eye Closed,Badmotorfinger,album,2016,Soundgarden,391,1.77e-05,0.307,0.777,0.514,9,0.25,-7.796,1,0.0577,125.602,4,0.0612,searching with my good eye closed badmotorfinger,Chris Cornell,Searching with My Good Eye Closed,Badmotorfinger,1991.0,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991.0," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Room A Thousand Years Wide,Badmotorfinger,album,2016,Soundgarden,246,1.55e-05,0.497,0.966,0.246,10,0.231,-4.843,1,0.0516,112.042,3,0.541,room a thousand years wide badmotorfinger,,Room a Thousand Years Wide,Badmotorfinger,1991.0,"Matt Cameron, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Cerebral, Paranoid, Anguished/Distraught, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Confrontational, Dramatic, Gloomy, Literate, Intense, Snide, Acerbic, Angst-Ridden, Fiery, Organic, Self-Conscious","Imagination, Solitude",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991.0," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Mind Riot,Badmotorfinger,album,2016,Soundgarden,289,6.24e-05,0.461,0.836,0.471,6,0.131,-6.571,0,0.0305,95.993,4,0.35,mind riot badmotorfinger,Chris Cornell,Mind Riot,Badmotorfinger,1991.0,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991.0," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Drawing Flies,Badmotorfinger,album,2016,Soundgarden,146,5.79e-06,0.296,0.929,0.000198,9,0.247,-5.862,1,0.0906,105.312,4,0.716,drawing flies badmotorfinger,"Chris Cornell, Matt Cameron",Drawing Flies,Badmotorfinger,1991.0,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991.0," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Holy Water,Badmotorfinger,album,2016,Soundgarden,307,0.000119,0.372,0.87,0.0319,4,0.108,-5.6,0,0.0408,172.688,4,0.53,holy water badmotorfinger,Chris Cornell,Holy Water,Badmotorfinger,1991.0,Chris Cornell,,,,,58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991.0," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
New Damage,Badmotorfinger,album,2016,Soundgarden,340,6.66e-05,0.323,0.918,0.0258,5,0.118,-5.679,1,0.0477,119.396,4,0.245,new damage badmotorfinger,"Chris Cornell, Kim Thayil, Matt Cameron",New Damage,Badmotorfinger,1991.0,"Matt Cameron, Chris Cornell, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991.0," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Rusty Cage - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,271,7.04e-05,0.278,0.935,0.785,2,0.296,-6.928,1,0.0815,102.068,4,0.443,rusty cage - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Outshined - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,313,1.01e-05,0.462,0.799,0.738,0,0.193,-7.259,1,0.0275,95.691,4,0.704,outshined - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Slaves & Bulldozers - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,426,8.81e-06,0.429,0.794,0.914,0,0.368,-7.983,1,0.0323,136.106,4,0.465,slaves & bulldozers - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Jesus Christ Pose - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,342,3.31e-06,0.378,0.977,0.609,9,0.117,-7.177,1,0.0854,133.795,4,0.336,jesus christ pose - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Face Pollution - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,146,1.61e-06,0.27,0.94,0.904,0,0.333,-7.712,1,0.0707,115.153,4,0.653,face pollution - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Somewhere - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,262,1.31e-05,0.232,0.875,0.386,9,0.322,-7.552,1,0.0428,89.576,4,0.465,somewhere - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Searching With My Good Eye Closed - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,421,0.00046,0.289,0.824,0.751,9,0.0746,-7.633,1,0.0346,124.961,4,0.2,searching with my good eye closed - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Room A Thousand Years Wide - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,247,2.39e-06,0.482,0.943,0.748,2,0.1,-6.956,0,0.0497,111.897,3,0.211,room a thousand years wide - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Drawing Flies - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,156,3.88e-06,0.373,0.914,0.478,9,0.547,-7.359,1,0.0655,142.07,3,0.574,drawing flies - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Holy Water - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,331,0.000119,0.342,0.939,0.822,4,0.309,-6.578,0,0.0619,172.207,4,0.333,holy water - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Cold Bitch - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,323,4.63e-06,0.399,0.864,0.237,9,0.19,-7.36,1,0.0401,77.34,1,0.295,cold bitch - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
She's A Politician - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,113,2.95e-06,0.287,0.973,0.862,1,0.122,-7.749,0,0.0697,151.682,4,0.827,she's a politician - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Black Rain (Black Days) - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,298,1.74e-05,0.16,0.867,0.92,7,0.117,-6.353,0,0.0518,87.894,4,0.393,black rain (black days) - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Birth Ritual - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,330,1.23e-05,0.501,0.966,0.897,7,0.147,-6.773,1,0.0679,130.492,1,0.416,birth ritual - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
Blind Dogs - Studio Outtake,Badmotorfinger,album,2016,Soundgarden,440,2.3e-05,0.286,0.697,0.504,7,0.098,-7.38,1,0.034,137.832,3,0.312,blind dogs - studio outtake badmotorfinger,,,,,,,,,,,,,,,,
New Damage,Badmotorfinger,album,2016,"Soundgarden, Brian May",320,9.71e-06,0.283,0.825,0.308,7,0.143,-5.662,1,0.0415,119.837,3,0.215,new damage badmotorfinger,"Chris Cornell, Kim Thayil, Matt Cameron",New Damage,Badmotorfinger,1991.0,"Matt Cameron, Chris Cornell, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991.0," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Hunted Down,Screaming Life/Fopp,album,2013,Soundgarden,162,0.000294,0.374,0.92,0.762,1,0.241,-8.228,1,0.116,165.379,4,0.484,hunted down screaming life/fopp,"Chris Cornell, Kim Thayil",Hunted Down,Screaming Life/Fopp,1990.0,"Matt Cameron, Chris Cornell, Kim Thayil, Hiro Yamamoto",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Organic, Snide, Angst-Ridden, Cerebral",Imagination,36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Entering,Screaming Life/Fopp,album,2013,Soundgarden,273,0.0114,0.277,0.793,0.949,9,0.179,-7.263,1,0.0947,149.124,4,0.342,entering screaming life/fopp,"Chris Cornell, Kim Thayil",Entering,Screaming Life/Fopp,1990.0,Soundgarden,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Organic, Snide, Angst-Ridden, Cerebral",Imagination,36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Tears to Forget,Screaming Life/Fopp,album,2013,Soundgarden,121,0.0137,0.307,0.953,0.904,5,0.237,-7.655,0,0.0775,101.011,4,0.546,tears to forget screaming life/fopp,,Tears to Forget,Screaming Life/Fopp,1990.0,"Chris Cornell, Kim Thayil, Hiro Yamamoto",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Organic, Gloomy, Literate, Paranoid, Bitter, Self-Conscious","Imagination, Guys Night Out, In Love, Loss/Grief",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Nothing to Say,Screaming Life/Fopp,album,2013,Soundgarden,237,0.00139,0.199,0.786,0.815,2,0.227,-7.495,1,0.0508,113.772,4,0.462,nothing to say screaming life/fopp,"Chris Cornell, Kim Thayil, Hiro Yamamoto, Matt Cameron",Nothing to Say,Screaming Life/Fopp,1990.0,"Matt Cameron, Chris Cornell, Ray Davies, Kim Thayil, Hiro Yamamoto",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Organic, Gloomy, Literate, Paranoid, Bitter, Self-Conscious","Imagination, Guys Night Out",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Little Joe,Screaming Life/Fopp,album,2013,Soundgarden,269,0.00279,0.6,0.631,0.695,2,0.0782,-9.704,1,0.0575,96.277,4,0.891,little joe screaming life/fopp,"Chris Cornell, Kim Thayil",Little Joe,Screaming Life/Fopp,1990.0,Soundgarden,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Organic, Gloomy, Literate, Paranoid, Bitter, Self-Conscious","Imagination, Guys Night Out, Motivation",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Hand of God,Screaming Life/Fopp,album,2013,Soundgarden,266,0.0139,0.391,0.933,0.238,11,0.374,-6.867,0,0.0871,169.414,3,0.714,hand of god screaming life/fopp,"Chris Cornell, Kim Thayil",Hand of God,Screaming Life/Fopp,1990.0,Soundgarden,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Earnest, Tense/Anxious, Urgent, Volatile, Aggressive, Angst-Ridden, Organic, Snide, Acerbic, Cerebral, Confrontational, Self-Conscious, Gloomy, Literate, Paranoid, Harsh, Hostile, Bitter","Imagination, Motivation",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Sub Pop Rock City,Screaming Life/Fopp,album,2013,Soundgarden,195,0.000335,0.377,0.88,0.0116,2,0.117,-8.321,1,0.102,156.294,4,0.244,sub pop rock city screaming life/fopp,,,,,,,,,,,,,,,,
Fopp,Screaming Life/Fopp,album,2013,Soundgarden,217,0.00449,0.493,0.817,0.00622,0,0.171,-7.901,1,0.0748,187.971,4,0.895,fopp screaming life/fopp,,Fopp,Screaming Life/Fopp,1990.0,Middlebrooks,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Aggressive, Literate, Organic, Snide, Acerbic, Angst-Ridden, Bitter, Cerebral, Confrontational, Paranoid, Gloomy, Harsh, Hostile, Tense/Anxious, Volatile, Earnest, Self-Conscious, Urgent","Imagination, Partying",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Fopp,Screaming Life/Fopp,album,2013,Soundgarden,217,0.00449,0.493,0.817,0.00622,0,0.171,-7.901,1,0.0748,187.971,4,0.895,fopp screaming life/fopp,,Fopp,Screaming Life/Fopp,1990.0,Middlebrooks,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Aggressive, Literate, Organic, Snide, Acerbic, Angst-Ridden, Bitter, Cerebral, Confrontational, Paranoid, Gloomy, Harsh, Hostile, Tense/Anxious, Volatile, Earnest, Self-Conscious, Urgent","Imagination, Partying",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Fopp (Fucked Up Heavy Dub Mix),Screaming Life/Fopp,album,2013,Soundgarden,388,0.00194,0.508,0.907,0.13,5,0.0786,-7.727,1,0.0889,188.095,4,0.707,fopp (fucked up heavy dub mix) screaming life/fopp,,,,,,,,,,,,,,,,
Kingdom of Come,Screaming Life/Fopp,album,2013,Soundgarden,156,0.000769,0.267,0.88,0.086,9,0.215,-8.319,1,0.0796,163.047,4,0.63,kingdom of come screaming life/fopp,Chris Cornell,Kingdom of Come,Screaming Life/Fopp,1990.0,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Harsh, Hostile, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Volatile, Aggressive, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Organic, Earnest, Gloomy, Bitter",Imagination,36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Swallow My Pride,Screaming Life/Fopp,album,2013,Soundgarden,140,0.000263,0.405,0.868,0.715,4,0.353,-8.923,1,0.0633,133.005,4,0.739,swallow my pride screaming life/fopp,"Mark Arm, Steve Turner",Swallow My Pride,Screaming Life/Fopp,1990.0,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Bitter, Snide, Harsh, Hostile, Paranoid, Tense/Anxious, Aggressive, Gloomy, Organic, Acerbic, Angst-Ridden, Cerebral, Confrontational, Volatile, Earnest, Literate, Urgent, Self-Conscious",Imagination,36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Been Away Too Long,King Animal,album,2012,Soundgarden,216,5.49e-05,0.475,0.971,0.0124,9,0.367,-3.541,1,0.102,152.868,4,0.641,been away too long king animal,"Chris Cornell, Ben Shepherd",Been Away Too Long,King Animal,2012.0,"Chris Cornell, Ben Shepherd",,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
Non-State Actor,King Animal,album,2012,Soundgarden,237,2.98e-05,0.526,0.924,0.001,9,0.0294,-3.832,1,0.0517,90.027,4,0.856,non-state actor king animal,"Chris Cornell, Kim Thayil, Ben Shepherd",Non-State Actor,King Animal,2012.0,"Chris Cornell, Ben Shepherd, Kim Thayil",,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
By Crooked Steps,King Animal,album,2012,Soundgarden,240,0.00103,0.58,0.858,0.00134,7,0.192,-4.577,1,0.0422,120.91,5,0.533,by crooked steps king animal,"Kim Thayil, Ben Shepherd, Matt Cameron",By Crooked Steps,King Animal,2012.0,"Matt Cameron, Chris Cornell, Ben Shepherd, Kim Thayil",,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
A Thousand Days Before,King Animal,album,2012,Soundgarden,263,8.15e-05,0.416,0.905,0.00862,5,0.0761,-5.291,1,0.0575,114.742,4,0.158,a thousand days before king animal,"Chris Cornell, Kim Thayil",,,,,,,,,,,,,,,
Blood On The Valley Floor,King Animal,album,2012,Soundgarden,228,0.00129,0.473,0.838,0.00253,5,0.101,-4.153,1,0.0373,137.967,4,0.707,blood on the valley floor king animal,"Chris Cornell, Kim Thayil",Blood on the Valley Floor,King Animal,2012.0,"Chris Cornell, Kim Thayil",,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
Bones Of Birds,King Animal,album,2012,Soundgarden,262,0.00557,0.555,0.724,0.00234,7,0.101,-5.561,1,0.0305,126.092,1,0.184,bones of birds king animal,Chris Cornell,Bones of Birds,King Animal,2012.0,Chris Cornell,,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
Taree,King Animal,album,2012,Soundgarden,218,9.23e-05,0.549,0.839,0.113,5,0.189,-4.444,1,0.0296,112.054,4,0.482,taree king animal,"Chris Cornell, Ben Shepherd",Taree,King Animal,2012.0,"Chris Cornell, Ben Shepherd",,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
Attrition,King Animal,album,2012,Soundgarden,172,0.000109,0.395,0.948,0.000365,9,0.342,-4.959,0,0.0681,75.625,4,0.292,attrition king animal,Ben Shepherd,Attrition,King Animal,2012.0,Ben Shepherd,,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
Black Saturday,King Animal,album,2012,Soundgarden,209,0.00433,0.527,0.73,0.00019,9,0.101,-5.519,1,0.0359,156.139,4,0.485,black saturday king animal,Chris Cornell,Black Saturday,King Animal,2012.0,Chris Cornell,,,,,51:59,"Alternative Metal, Alternative/Indie Rock, Heavy Metal",,"Avast Recording, Seattle, WA Studio X Tnc Studios, Los Angeles, CA","Angst-Ridden, Gloomy, Paranoid, Tense/Anxious, Bitter, Urgent, Earnest, Harsh, Hostile, Volatile, Aggressive, Fiery, Literate, Acerbic, Brooding, Cerebral, Organic, Rousing, Virile, Self-Conscious","Imagination, Late Night, Affirmation, Anger/Hostility, Empowerment, Feeling Blue, Guys Night Out, Hanging Out, Introspection, Motivation, Night Driving, Nighttime, Reflection",4.0
