,track_name,album_name,compilation_name,track_is_single,track_from_album,track_from_compilation
405,About A Girl (Live at Pine Street Theatre),Bleach (Deluxe Edition),,False,True,False
406,Been A Son (Live at Pine Street Theatre),Bleach (Deluxe Edition),,False,True,False
407,Blew (Live at Pine Street Theatre),Bleach (Deluxe Edition),,False,True,False
408,Blew,Bleach,,False,True,False
409,Floyd The Barber,Bleach,,False,True,False
410,About A Girl,Bleach,,False,True,False
411,School,Bleach,,False,True,False
412,Love Buzz,Bleach,,False,True,False
413,Paper Cuts,Bleach,,False,True,False
414,Negative Creep,Bleach,,False,True,False
415,Scoff,Bleach,,False,True,False
416,Swap Meet,Bleach,,False,True,False
417,Mr. Moustache,Bleach,,False,True,False
418,Sifting,Bleach,,False,True,False
419,Big Cheese,Bleach,,False,True,False
420,Downer,Bleach,,False,True,False
421,Blew,,Sliver - The Best Of The Box,False,False,True
422,Floyd The Barber,,Sliver - The Best Of The Box,False,False,True
423,About A Girl,,Sliver - The Best Of The Box,False,False,True
424,School,,Sliver - The Best Of The Box,False,False,True
425,Love Buzz,,Sliver - The Best Of The Box,False,False,True
426,Paper Cuts,,Sliver - The Best Of The Box,False,False,True
427,Negative Creep,,Sliver - The Best Of The Box,False,False,True
428,Scoff,,Sliver - The Best Of The Box,False,False,True
429,Swap Meet,,Sliver - The Best Of The Box,False,False,True
430,Mr. Moustache,,Sliver - The Best Of The Box,False,False,True
431,Sifting,,Sliver - The Best Of The Box,False,False,True
432,Big Cheese,,Sliver - The Best Of The Box,False,False,True
433,Downer,,Sliver - The Best Of The Box,False,False,True
434,Blew,,With The Lights Out - Box Set,False,False,True
435,Floyd The Barber,,With The Lights Out - Box Set,False,False,True
436,About A Girl,,With The Lights Out - Box Set,False,False,True
437,School,,With The Lights Out - Box Set,False,False,True
438,Love Buzz,,With The Lights Out - Box Set,False,False,True
439,Paper Cuts,,With The Lights Out - Box Set,False,False,True
440,Negative Creep,,With The Lights Out - Box Set,False,False,True
441,Scoff,,With The Lights Out - Box Set,False,False,True
442,Swap Meet,,With The Lights Out - Box Set,False,False,True
443,Mr. Moustache,,With The Lights Out - Box Set,False,False,True
444,Sifting,,With The Lights Out - Box Set,False,False,True
445,Big Cheese,,With The Lights Out - Box Set,False,False,True
446,Downer,,With The Lights Out - Box Set,False,False,True
447,Blew,,Nirvana,False,False,True
448,Floyd The Barber,,Nirvana,False,False,True
449,About A Girl,,Nirvana,False,False,True
450,School,,Nirvana,False,False,True
451,Love Buzz,,Nirvana,False,False,True
452,Paper Cuts,,Nirvana,False,False,True
453,Negative Creep,,Nirvana,False,False,True
454,Scoff,,Nirvana,False,False,True
455,Swap Meet,,Nirvana,False,False,True
456,Mr. Moustache,,Nirvana,False,False,True
457,Sifting,,Nirvana,False,False,True
458,Big Cheese,,Nirvana,False,False,True
459,Downer,,Nirvana,False,False,True
460,Blew,,,True,False,False
461,Floyd The Barber,,,True,False,False
462,About A Girl,,,True,False,False
463,School,,,True,False,False
464,Love Buzz,,,True,False,False
465,Paper Cuts,,,True,False,False
466,Negative Creep,,,True,False,False
467,Scoff,,,True,False,False
468,Swap Meet,,,True,False,False
469,Mr. Moustache,,,True,False,False
470,Sifting,,,True,False,False
471,Big Cheese,,,True,False,False
472,Downer,,,True,False,False
473,Blew,,,True,False,False
474,Floyd The Barber,,,True,False,False
475,About A Girl,,,True,False,False
476,School,,,True,False,False
477,Love Buzz,,,True,False,False
478,Paper Cuts,,,True,False,False
479,Negative Creep,,,True,False,False
480,Scoff,,,True,False,False
481,Swap Meet,,,True,False,False
482,Mr. Moustache,,,True,False,False
483,Sifting,,,True,False,False
484,Big Cheese,,,True,False,False
485,Downer,,,True,False,False
486,Blew,,,True,False,False
487,Floyd The Barber,,,True,False,False
488,About A Girl,,,True,False,False
489,School,,,True,False,False
490,Love Buzz,,,True,False,False
491,Paper Cuts,,,True,False,False
492,Negative Creep,,,True,False,False
493,Scoff,,,True,False,False
494,Swap Meet,,,True,False,False
495,Mr. Moustache,,,True,False,False
496,Sifting,,,True,False,False
497,Big Cheese,,,True,False,False
498,Downer,,,True,False,False
499,Blew,,,True,False,False
500,Floyd The Barber,,,True,False,False
501,About A Girl,,,True,False,False
502,School,,,True,False,False
503,Love Buzz,,,True,False,False
504,Paper Cuts,,,True,False,False
505,Negative Creep,,,True,False,False
506,Scoff,,,True,False,False
507,Swap Meet,,,True,False,False
508,Mr. Moustache,,,True,False,False
509,Sifting,,,True,False,False
510,Big Cheese,,,True,False,False
511,Downer,,,True,False,False
512,Blew,,,True,False,False
513,Floyd The Barber,,,True,False,False
514,About A Girl,,,True,False,False
515,School,,,True,False,False
516,Love Buzz,,,True,False,False
517,Paper Cuts,,,True,False,False
518,Negative Creep,,,True,False,False
519,Scoff,,,True,False,False
520,Swap Meet,,,True,False,False
521,Mr. Moustache,,,True,False,False
522,Sifting,,,True,False,False
523,Big Cheese,,,True,False,False
524,Downer,,,True,False,False
